ZipCode,EstimatedCombinedRate,,,,
47018,0.07,,,,
47019,0.07,,,,
47020,0.07,,,,
47021,0.07,,,,
47022,0.07,,,,
47023,0.07,,,,
47024,0.07,,,,
47025,0.07,,,,
47030,0.07,,,,
47031,0.07,,,,
47032,0.07,,,,
47033,0.07,,,,
47034,0.07,,,,
47035,0.07,,,,
47036,0.07,,,,
47037,0.07,,,,
47038,0.07,,,,
47039,0.07,,,,
47040,0.07,,,,
47041,0.07,,,,
47042,0.07,,,,
47043,0.07,,,,
47060,0.07,,,,
47102,0.07,,,,
47104,0.07,,,,
47106,0.07,,,,
47107,0.07,,,,
47108,0.07,,,,
47110,0.07,,,,
47111,0.07,,,,
47112,0.07,,,,
47114,0.07,,,,
47115,0.07,,,,
47116,0.07,,,,
47117,0.07,,,,
47118,0.07,,,,
47119,0.07,,,,
47120,0.07,,,,
47122,0.07,,,,
47123,0.07,,,,
47124,0.07,,,,
47125,0.07,,,,
47126,0.07,,,,
47129,0.07,,,,
47130,0.07,,,,
47131,0.07,,,,
47132,0.07,,,,
47133,0.07,,,,
47134,0.07,,,,
47135,0.07,,,,
47136,0.07,,,,
47137,0.07,,,,
47138,0.07,,,,
47140,0.07,,,,
47141,0.07,,,,
47142,0.07,,,,
47143,0.07,,,,
47144,0.07,,,,
47145,0.07,,,,
47146,0.07,,,,
47147,0.07,,,,
47150,0.07,,,,
47151,0.07,,,,
47160,0.07,,,,
47161,0.07,,,,
47162,0.07,,,,
47163,0.07,,,,
47164,0.07,,,,
47165,0.07,,,,
47166,0.07,,,,
47167,0.07,,,,
47170,0.07,,,,
47172,0.07,,,,
47174,0.07,,,,
47175,0.07,,,,
47177,0.07,,,,
47190,0.07,,,,
47199,0.07,,,,
47201,0.07,,,,
47202,0.07,,,,
47203,0.07,,,,
47220,0.07,,,,
47223,0.07,,,,
47224,0.07,,,,
47225,0.07,,,,
47226,0.07,,,,
47227,0.07,,,,
47228,0.07,,,,
47229,0.07,,,,
47230,0.07,,,,
47231,0.07,,,,
47232,0.07,,,,
47234,0.07,,,,
47235,0.07,,,,
47236,0.07,,,,
47240,0.07,,,,
47243,0.07,,,,
47244,0.07,,,,
47245,0.07,,,,
47246,0.07,,,,
47247,0.07,,,,
47250,0.07,,,,
47260,0.07,,,,
47263,0.07,,,,
47264,0.07,,,,
47265,0.07,,,,
47270,0.07,,,,
47272,0.07,,,,
47273,0.07,,,,
47274,0.07,,,,
47280,0.07,,,,
47281,0.07,,,,
47282,0.07,,,,
47283,0.07,,,,
47302,0.07,,,,
47303,0.07,,,,
47304,0.07,,,,
47305,0.07,,,,
47306,0.07,,,,
47307,0.07,,,,
47308,0.07,,,,
47320,0.07,,,,
47322,0.07,,,,
47324,0.07,,,,
47325,0.07,,,,
47326,0.07,,,,
47327,0.07,,,,
47330,0.07,,,,
47331,0.07,,,,
47334,0.07,,,,
47335,0.07,,,,
47336,0.07,,,,
47337,0.07,,,,
47338,0.07,,,,
47339,0.07,,,,
47340,0.07,,,,
47341,0.07,,,,
47342,0.07,,,,
47344,0.07,,,,
47345,0.07,,,,
47346,0.07,,,,
47348,0.07,,,,
47351,0.07,,,,
47352,0.07,,,,
47353,0.07,,,,
47354,0.07,,,,
47355,0.07,,,,
47356,0.07,,,,
47357,0.07,,,,
47358,0.07,,,,
47359,0.07,,,,
47360,0.07,,,,
47361,0.07,,,,
47362,0.07,,,,
47366,0.07,,,,
47367,0.07,,,,
47368,0.07,,,,
47369,0.07,,,,
47370,0.07,,,,
47371,0.07,,,,
47373,0.07,,,,
47374,0.07,,,,
47375,0.07,,,,
47380,0.07,,,,
47381,0.07,,,,
47382,0.07,,,,
47383,0.07,,,,
47384,0.07,,,,
47385,0.07,,,,
47386,0.07,,,,
47387,0.07,,,,
47388,0.07,,,,
47390,0.07,,,,
47392,0.07,,,,
47393,0.07,,,,
47394,0.07,,,,
47396,0.07,,,,
47401,0.07,,,,
47402,0.07,,,,
47403,0.07,,,,
47404,0.07,,,,
47405,0.07,,,,
47406,0.07,,,,
47407,0.07,,,,
47408,0.07,,,,
47420,0.07,,,,
47421,0.07,,,,
47424,0.07,,,,
47426,0.07,,,,
47427,0.07,,,,
47429,0.07,,,,
47431,0.07,,,,
47432,0.07,,,,
47433,0.07,,,,
47434,0.07,,,,
47435,0.07,,,,
47436,0.07,,,,
47437,0.07,,,,
47438,0.07,,,,
47441,0.07,,,,
47443,0.07,,,,
47445,0.07,,,,
47446,0.07,,,,
47448,0.07,,,,
47449,0.07,,,,
47451,0.07,,,,
47452,0.07,,,,
47453,0.07,,,,
47454,0.07,,,,
47455,0.07,,,,
47456,0.07,,,,
47457,0.07,,,,
47458,0.07,,,,
47459,0.07,,,,
47460,0.07,,,,
47462,0.07,,,,
47463,0.07,,,,
47464,0.07,,,,
47465,0.07,,,,
47467,0.07,,,,
47468,0.07,,,,
47469,0.07,,,,
47470,0.07,,,,
47471,0.07,,,,
47501,0.07,,,,
47512,0.07,,,,
47513,0.07,,,,
47514,0.07,,,,
47515,0.07,,,,
47516,0.07,,,,
47519,0.07,,,,
47520,0.07,,,,
47521,0.07,,,,
47522,0.07,,,,
47523,0.07,,,,
47524,0.07,,,,
47525,0.07,,,,
47527,0.07,,,,
47528,0.07,,,,
47529,0.07,,,,
47531,0.07,,,,
47532,0.07,,,,
47535,0.07,,,,
47536,0.07,,,,
47537,0.07,,,,
47541,0.07,,,,
47542,0.07,,,,
47545,0.07,,,,
47546,0.07,,,,
47547,0.07,,,,
47549,0.07,,,,
47550,0.07,,,,
47551,0.07,,,,
47552,0.07,,,,
47553,0.07,,,,
47556,0.07,,,,
47557,0.07,,,,
47558,0.07,,,,
47561,0.07,,,,
47562,0.07,,,,
47564,0.07,,,,
47567,0.07,,,,
47568,0.07,,,,
47573,0.07,,,,
47574,0.07,,,,
47575,0.07,,,,
47576,0.07,,,,
47577,0.07,,,,
47578,0.07,,,,
47579,0.07,,,,
47580,0.07,,,,
47581,0.07,,,,
47584,0.07,,,,
47585,0.07,,,,
47586,0.07,,,,
47588,0.07,,,,
47590,0.07,,,,
47591,0.07,,,,
47596,0.07,,,,
47597,0.07,,,,
47598,0.07,,,,
47601,0.07,,,,
47610,0.07,,,,
47611,0.07,,,,
47612,0.07,,,,
47613,0.07,,,,
47615,0.07,,,,
47616,0.07,,,,
47617,0.07,,,,
47618,0.07,,,,
47619,0.07,,,,
47620,0.07,,,,
47629,0.07,,,,
47630,0.07,,,,
47631,0.07,,,,
47633,0.07,,,,
47634,0.07,,,,
47635,0.07,,,,
47637,0.07,,,,
47638,0.07,,,,
47639,0.07,,,,
47640,0.07,,,,
47647,0.07,,,,
47648,0.07,,,,
47649,0.07,,,,
47654,0.07,,,,
47660,0.07,,,,
47665,0.07,,,,
47666,0.07,,,,
47670,0.07,,,,
47683,0.07,,,,
47701,0.07,,,,
47702,0.07,,,,
47703,0.07,,,,
47704,0.07,,,,
47705,0.07,,,,
47706,0.07,,,,
47708,0.07,,,,
47710,0.07,,,,
47711,0.07,,,,
47712,0.07,,,,
47713,0.07,,,,
47714,0.07,,,,
47715,0.07,,,,
47716,0.07,,,,
47719,0.07,,,,
47720,0.07,,,,
47721,0.07,,,,
47722,0.07,,,,
47724,0.07,,,,
47725,0.07,,,,
47728,0.07,,,,
47730,0.07,,,,
47731,0.07,,,,
47732,0.07,,,,
47733,0.07,,,,
47734,0.07,,,,
47735,0.07,,,,
47736,0.07,,,,
47737,0.07,,,,
47740,0.07,,,,
47747,0.07,,,,
47750,0.07,,,,
47801,0.07,,,,
47802,0.07,,,,
47803,0.07,,,,
47804,0.07,,,,
47805,0.07,,,,
47807,0.07,,,,
47808,0.07,,,,
47809,0.07,,,,
47831,0.07,,,,
47832,0.07,,,,
47833,0.07,,,,
47834,0.07,,,,
47836,0.07,,,,
47837,0.07,,,,
47838,0.07,,,,
47840,0.07,,,,
47841,0.07,,,,
47842,0.07,,,,
47845,0.07,,,,
47846,0.07,,,,
47847,0.07,,,,
47848,0.07,,,,
47849,0.07,,,,
47850,0.07,,,,
47851,0.07,,,,
47852,0.07,,,,
47853,0.07,,,,
