ZipCode,EstimatedCombinedRate,,,,
67349,0.075,,,,
67351,0.065,,,,
67352,0.075,,,,
67353,0.075,,,,
67354,0.0775,,,,
67355,0.085,,,,
67356,0.0925,,,,
67357,0.0925,,,,
67360,0.085,,,,
67361,0.1,,,,
67363,0.095,,,,
67364,0.095,,,,
67401,0.0875,,,,
67402,0.0875,,,,
67410,0.091,,,,
67416,0.075,,,,
67417,0.075,,,,
67418,0.075,,,,
67420,0.085,,,,
67422,0.075,,,,
67423,0.075,,,,
67425,0.075,,,,
67427,0.075,,,,
67428,0.08,,,,
67430,0.075,,,,
67431,0.08,,,,
67432,0.095,,,,
67436,0.085,,,,
67437,0.085,,,,
67438,0.08,,,,
67439,0.0875,,,,
67441,0.08,,,,
67442,0.075,,,,
67443,0.08,,,,
67444,0.095,,,,
67445,0.085,,,,
67446,0.075,,,,
67447,0.075,,,,
67448,0.075,,,,
67449,0.095,,,,
67450,0.075,,,,
67451,0.08,,,,
67452,0.075,,,,
67454,0.085,,,,
67455,0.085,,,,
67456,0.095,,,,
67457,0.075,,,,
67458,0.075,,,,
67459,0.075,,,,
67460,0.09,,,,
67464,0.09,,,,
67466,0.085,,,,
67467,0.085,,,,
67468,0.075,,,,
67470,0.075,,,,
67473,0.08,,,,
67474,0.08,,,,
67475,0.08,,,,
67476,0.08,,,,
67478,0.075,,,,
67480,0.08,,,,
67481,0.075,,,,
67482,0.08,,,,
67483,0.08,,,,
67484,0.075,,,,
67485,0.075,,,,
67487,0.075,,,,
67490,0.085,,,,
67491,0.08,,,,
67492,0.08,,,,
67501,0.091,,,,
67502,0.091,,,,
67504,0.091,,,,
67505,0.0875,,,,
67510,0.08,,,,
67511,0.075,,,,
67512,0.075,,,,
67513,0.065,,,,
67514,0.08,,,,
67515,0.065,,,,
67516,0.065,,,,
67518,0.065,,,,
67519,0.075,,,,
67520,0.065,,,,
67521,0.065,,,,
67522,0.08,,,,
67523,0.085,,,,
67524,0.075,,,,
67525,0.075,,,,
67526,0.08,,,,
67529,0.085,,,,
67530,0.0825,,,,
67543,0.08,,,,
67544,0.0825,,,,
67545,0.075,,,,
67546,0.08,,,,
67547,0.085,,,,
67548,0.085,,,,
67550,0.09,,,,
67552,0.075,,,,
67553,0.065,,,,
67554,0.085,,,,
67556,0.065,,,,
67557,0.075,,,,
67559,0.065,,,,
67560,0.075,,,,
67561,0.09,,,,
67563,0.075,,,,
67564,0.075,,,,
67565,0.065,,,,
67566,0.08,,,,
67567,0.075,,,,
67568,0.08,,,,
67570,0.08,,,,
67572,0.07,,,,
67573,0.075,,,,
67574,0.085,,,,
67575,0.065,,,,
67576,0.085,,,,
67578,0.095,,,,
67579,0.085,,,,
67581,0.08,,,,
67583,0.08,,,,
67584,0.065,,,,
67585,0.091,,,,
67601,0.0875,,,,
67621,0.07,,,,
67622,0.0775,,,,
67623,0.08,,,,
67625,0.075,,,,
67626,0.085,,,,
67627,0.07,,,,
67628,0.085,,,,
67629,0.0725,,,,
67631,0.08,,,,
67632,0.07,,,,
67634,0.085,,,,
67635,0.085,,,,
67637,0.09,,,,
67638,0.085,,,,
67639,0.07,,,,
67640,0.085,,,,
67642,0.085,,,,
67643,0.075,,,,
67644,0.07,,,,
67645,0.0725,,,,
67646,0.08,,,,
67647,0.07,,,,
67648,0.085,,,,
67649,0.105,,,,
67650,0.075,,,,
67651,0.08,,,,
67653,0.075,,,,
67654,0.085,,,,
67656,0.08,,,,
67657,0.07,,,,
67658,0.085,,,,
67659,0.075,,,,
67660,0.07,,,,
67661,0.09,,,,
67663,0.09,,,,
67664,0.07,,,,
67665,0.085,,,,
67667,0.0875,,,,
67669,0.095,,,,
67671,0.07,,,,
67672,0.09,,,,
67673,0.085,,,,
67674,0.07,,,,
67675,0.07,,,,
67701,0.0875,,,,
67730,0.075,,,,
67731,0.085,,,,
67732,0.08,,,,
67733,0.0875,,,,
67734,0.08,,,,
67735,0.09,,,,
67736,0.085,,,,
67737,0.085,,,,
67738,0.0875,,,,
67739,0.075,,,,
67740,0.085,,,,
67741,0.0875,,,,
67743,0.08,,,,
67744,0.075,,,,
67745,0.075,,,,
67747,0.08,,,,
67748,0.085,,,,
67749,0.09,,,,
67751,0.085,,,,
67752,0.085,,,,
67753,0.08,,,,
67756,0.085,,,,
67757,0.085,,,,
67758,0.065,,,,
67761,0.08,,,,
67762,0.065,,,,
67764,0.08,,,,
67801,0.0865,,,,
67831,0.065,,,,
67834,0.0765,,,,
67835,0.0765,,,,
67836,0.075,,,,
67837,0.0765,,,,
67838,0.075,,,,
67839,0.075,,,,
67840,0.065,,,,
67841,0.0765,,,,
67842,0.0765,,,,
67843,0.0765,,,,
67844,0.075,,,,
67846,0.0865,,,,
67849,0.0765,,,,
67850,0.075,,,,
67851,0.0815,,,,
67853,0.0765,,,,
67854,0.0765,,,,
67855,0.075,,,,
67857,0.075,,,,
67859,0.0775,,,,
67860,0.075,,,,
67861,0.085,,,,
67862,0.075,,,,
67863,0.085,,,,
67864,0.085,,,,
67865,0.065,,,,
67867,0.0765,,,,
67868,0.0765,,,,
67869,0.075,,,,
67870,0.07,,,,
67871,0.09,,,,
67876,0.0765,,,,
67877,0.0825,,,,
67878,0.085,,,,
67879,0.075,,,,
67880,0.085,,,,
67882,0.0765,,,,
67901,0.0925,,,,
67905,0.0925,,,,
67950,0.085,,,,
67951,0.09,,,,
67952,0.075,,,,
67953,0.075,,,,
67954,0.095,,,,
